,,player_id,player_name,team_id,singles,doubles,triples,home_runs,at_bats,walked,hit_by_pitch,plate_appearances,stolen_bases,caught_stealing,struck_out,runs,runs_batted_in,sac_flies,groundouts,flyouts,popouts,lineouts,positiontype,hitting,TB,BA,OBP,SLG,OPS,BABIP,SB%,K%,BB%,ISO
league,340,6841012b925dd4f9d72abe3d,Han-Soo Asante,6807927bce5a952465d7c51d,58,14,2,16,394,54,10,466,22,2,81,57,54,3,88,76,26,25,,90,156,0.22842639593908629,0.33,0.39593908629441626,0.7299954854267373,0.24666666666666667,0.9166666666666666,0.17381974248927037,0.11587982832618025,0.16751269035532998
league,341,68419bcd896f631e9d6894ba,Vulpecula Okada,68419b4308b7fc5e21e8afa3,64,19,2,16,390,36,13,449,15,6,91,59,56,9,70,50,26,34,,101,172,0.258974358974359,0.33,0.441025641025641,0.7758470695970696,0.2910958904109589,0.7142857142857143,0.2026726057906459,0.0801781737193764,0.18205128205128202
league,342,68414b6be63d9bb872889e8f,Traci Wiley,680b055fcb7a15e5259d2c5f,44,6,0,14,348,52,11,420,14,5,115,41,35,2,79,51,18,15,,64,112,0.1839080459770115,0.31,0.3218390804597701,0.6293451337285352,0.22624434389140272,0.7368421052631579,0.27380952380952384,0.12380952380952381,0.13793103448275862
league,343,6887d47318e81770515ba7ff,Ariella Stirling,6809cdb51d2800e67a866891,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,,0,0,0.0,0.5,0.0,0.5,0.0,,0.0,0.5,0.0
league,344,6887d49618e81770515bd73e,Chalia Copeland,681e92c41017959663077c0c,0,0,0,1,2,0,0,2,0,0,0,1,2,0,1,0,0,0,,1,4,0.5,0.5,2.0,2.5,0.0,,0.0,0.0,1.5
league,345,68410919554d8039701f18ba,Sun-Mi Gonzalez,680848f06f38e1fcb9f6f1bb,54,24,0,25,426,40,10,481,21,9,95,69,71,3,97,61,36,14,,103,202,0.24178403755868544,0.32,0.47417840375586856,0.7935938526076431,0.2524271844660194,0.7,0.19750519750519752,0.08316008316008316,0.23239436619718312
league,346,6887d4b118e81770515bfe9f,Laura Cabral,6864c3f593ee59ce6e2dc497,7,3,0,3,73,3,2,78,2,0,37,5,7,1,13,5,3,1,,13,25,0.1780821917808219,0.23,0.3424657534246575,0.5703138546904802,0.29411764705882354,1.0,0.47435897435897434,0.038461538461538464,0.1643835616438356
league,347,68414063f415a392f733ff27,Ye-Jin Leblanc,6807b91cad144ec1a39c6640,78,19,2,21,408,53,17,481,25,11,101,70,49,3,80,41,21,22,,120,206,0.29411764705882354,0.4,0.5049019607843137,0.8999123557947087,0.34256055363321797,0.6944444444444444,0.20997920997921,0.1101871101871102,0.21078431372549017
league,348,6840faa08ba62cf2ce8d8be9,Jamie Moyer,6812ebfb21bca5921ffa8d10,19,2,2,6,179,16,3,203,4,1,47,24,23,2,43,30,10,14,,29,53,0.16201117318435754,0.24,0.29608938547486036,0.5360893854748603,0.1796875,0.8,0.2315270935960591,0.07881773399014778,0.13407821229050282
league,349,68f9208985bfb4d8eac4e491,Howard Beeblebrox,68f9208985bfb4d8eac4e489,4,1,0,0,16,4,0,19,1,0,6,3,3,0,2,2,0,1,,5,6,0.3125,0.45,0.375,0.825,0.5,1.0,0.3157894736842105,0.21052631578947367,0.0625
league,350,68d7e389595d58990475cfe1,Boots Blackstone,68d7e389595d58990475cfda,0,1,0,1,2,1,0,3,0,0,0,1,1,0,0,0,0,0,,2,6,1.0,1.0,3.0,4.0,1.0,,0.0,0.3333333333333333,2.0
league,351,6887d48a18e81770515bc5c1,Rascal Kask,68100c08c541cfa149e721e3,1,0,0,0,3,2,0,5,1,0,0,1,0,0,0,0,0,0,,1,1,0.3333333333333333,0.6,0.3333333333333333,0.9333333333333333,0.3333333333333333,1.0,0.0,0.4,0.0
league,352,6840fbf4e63d9bb87288976e,Goober Cobb,680664c9709b8b12f78c2b83,55,18,0,17,397,50,15,468,20,7,96,58,59,0,117,38,19,25,,90,159,0.22670025188916876,0.34,0.4005037783375315,0.736001613835367,0.25704225352112675,0.7407407407407407,0.20512820512820512,0.10683760683760683,0.17380352644836272
league,353,6841e0f3554d8039701f1df2,Theo Koch,680935632198112ec9cdb904,51,21,0,13,369,48,18,439,22,8,90,47,41,3,81,47,30,16,,85,145,0.23035230352303523,0.34,0.39295392953929537,0.7377027879867839,0.26765799256505574,0.7333333333333333,0.20501138952164008,0.10933940774487472,0.16260162601626013
league,354,684103f9ec9dc637cfd0cb12,Maverick Tsuji,6806c5dff9b67839f528be60,40,24,1,22,360,50,12,431,16,6,86,67,65,8,70,45,30,27,,87,179,0.24166666666666667,0.35,0.49722222222222223,0.843733850129199,0.25,0.7272727272727273,0.19953596287703015,0.11600928074245939,0.25555555555555554
league,355,6840fda0e63d9bb8728898a0,Robert Ohtani,680aa067c68e9f3ac834d8d5,74,25,1,20,376,49,11,441,29,5,67,69,77,4,91,39,19,22,,120,207,0.3191489361702128,0.41,0.550531914893617,0.9596228239845261,0.3412969283276451,0.8529411764705882,0.15192743764172337,0.1111111111111111,0.2313829787234042
league,356,6841a787f415a392f73400d8,Samuel Judge,680e5f047d5b06095ef46ccb,52,25,3,23,395,22,10,436,7,0,115,59,72,6,81,37,17,20,,103,203,0.2607594936708861,0.31,0.5139240506329114,0.825702341625983,0.3041825095057034,1.0,0.26376146788990823,0.05045871559633028,0.2531645569620253
league,357,68411cec295b2368c0ac77fe,Abracadaniel Grigoryan,6808246f1f942c4511716715,60,18,1,18,361,66,10,446,23,4,68,62,63,9,85,60,23,19,,97,171,0.26869806094182824,0.39,0.47368421052631576,0.8615765872079302,0.27816901408450706,0.8518518518518519,0.15246636771300448,0.14798206278026907,0.20498614958448752
league,358,68410a20e63d9bb872889bb3,Natalie Borges,680848f06f38e1fcb9f6f1bb,49,18,2,24,377,47,18,450,18,9,77,61,57,5,97,59,17,28,,93,187,0.246684350132626,0.35,0.4960212201591512,0.849488781680404,0.24555160142348753,0.6666666666666666,0.1711111111111111,0.10444444444444445,0.2493368700265252
league,359,6887d45718e81770515b80b1,Clarence McIntosh,68077beaee9f269dec7251e9,0,0,0,0,2,0,1,3,0,0,2,0,0,0,0,0,0,0,,0,0,0.0,0.33,0.0,0.3333333333333333,,,0.6666666666666666,0.0,0.0
league,360,68af35f27d5388c228803f9d,Randy Farah,68af35507d5388c228803f89,26,11,1,7,315,52,8,380,14,5,109,36,20,2,83,40,12,20,,45,79,0.14285714285714285,0.28,0.2507936507936508,0.5293082396530673,0.1890547263681592,0.7368421052631579,0.2868421052631579,0.1368421052631579,0.10793650793650794
league,361,6887d46318e81770515b91ea,Maggie da Costa,680848f06f38e1fcb9f6f1bb,0,0,0,0,4,1,0,4,0,0,0,0,0,0,2,2,0,0,,0,0,0.0,0.2,0.0,0.2,0.0,,0.0,0.25,0.0
league,362,684114aef415a392f733fd81,Lee Smets,68066e2b9edf4f7b46032650,54,17,3,12,416,64,9,494,27,12,136,54,38,3,85,53,22,19,,86,145,0.20673076923076922,0.32,0.3485576923076923,0.6717284240150094,0.2730627306273063,0.6923076923076923,0.27530364372469635,0.12955465587044535,0.14182692307692307
league,363,684578dff7b5d3bf791d6f5b,Winnie Arends,681e92c41017959663077c0c,43,14,2,15,371,41,4,418,12,8,124,46,52,1,71,53,16,14,,74,137,0.19946091644204852,0.29,0.3692722371967655,0.6546439398346552,0.2532188841201717,0.6,0.2966507177033493,0.09808612440191387,0.16981132075471697
league,364,6840fea1554d8039701f1657,Ashton George,68067036709b8b12f78c2c2c,40,13,0,10,318,54,9,385,12,5,110,49,32,1,61,40,17,14,,63,106,0.19811320754716982,0.33,0.3333333333333333,0.6631762652705061,0.2663316582914573,0.7058823529411765,0.2857142857142857,0.14025974025974025,0.1352201257861635
league,365,6887d45b18e81770515b86ab,C. Fujiwara,6807c5cd4251378d1ace10ba,1,0,0,0,5,0,0,6,0,0,1,0,1,0,2,0,0,2,,1,1,0.2,0.2,0.2,0.4,0.25,,0.16666666666666666,0.0,0.0
league,366,6845af6a144e874e6deb8ca4,Aaron DeShields,68077beaee9f269dec7251e9,56,30,2,32,396,29,15,443,13,4,88,66,83,2,84,37,25,26,,120,250,0.30303030303030304,0.37,0.6313131313131313,1.0023538552950317,0.31654676258992803,0.7647058823529411,0.1986455981941309,0.0654627539503386,0.32828282828282823
league,367,68870d6c31a33266cc234558,Gabriela Jacobs,6807ce932d90bd2924b77a08,50,11,3,16,340,45,10,400,17,1,62,72,61,2,86,56,21,24,,80,145,0.23529411764705882,0.34,0.4264705882352941,0.7665209660690473,0.24242424242424243,0.9444444444444444,0.155,0.1125,0.19117647058823528
league,368,6840fe3cec9dc637cfd0c970,Valentina Walls,68067036709b8b12f78c2c2c,86,22,1,12,409,35,10,461,27,9,86,51,55,2,82,51,19,31,,121,181,0.29584352078239606,0.36,0.44254278728606355,0.8065778750053618,0.34824281150159747,0.75,0.18655097613882862,0.07592190889370933,0.1466992665036675
league,369,68d7e3e3436091774e8df08b,Lila Lin,68d7e389595d58990475cfda,58,13,2,8,386,50,8,452,15,9,115,44,40,4,71,60,18,35,,81,122,0.20984455958549222,0.31,0.3160621761658031,0.6263300333086603,0.27340823970037453,0.625,0.25442477876106195,0.11061946902654868,0.1062176165803109
league,370,6886fec78519fedd794af959,Cordelia Scott,6886fc0840f292b1184c13bc,48,20,4,16,392,37,14,452,18,6,91,51,59,6,102,47,32,19,,88,164,0.22448979591836735,0.31,0.41836734693877553,0.7279441843552565,0.24742268041237114,0.75,0.2013274336283186,0.08185840707964602,0.19387755102040818
league,371,6887d49c18e81770515be067,Kathryn Riddle,68419b4308b7fc5e21e8afa3,0,0,0,0,4,1,0,4,0,0,3,0,0,0,0,1,0,0,,0,0,0.0,0.2,0.0,0.2,0.0,,0.75,0.25,0.0
league,372,6903f655b79e149d1577df46,Mobilesuit Mikolajczyk,6903f27f3661cfbd8fb5deb1,42,10,1,9,250,58,11,322,6,6,56,36,33,2,60,35,13,16,,62,101,0.248,0.41,0.404,0.8120996884735203,0.28342245989304815,0.5,0.17391304347826086,0.18012422360248448,0.15600000000000003
league,373,68f1a4cc8b21efb7b5f11282,Guillermo Belmont,68f19da81f851289ff7cffe4,53,19,1,11,362,48,14,430,15,5,101,53,45,2,77,47,24,18,,84,138,0.23204419889502761,0.34,0.3812154696132597,0.7239384743080954,0.2896825396825397,0.75,0.23488372093023255,0.11162790697674418,0.14917127071823208
league,374,68e73b91c82e39151b7987a9,Pipsqueak Escobar,68e739fdc82e39151b79878e,50,14,1,6,309,27,7,347,9,4,86,27,30,3,64,33,19,24,,71,105,0.2297734627831715,0.3,0.33980582524271846,0.643274033335204,0.29545454545454547,0.6923076923076923,0.2478386167146974,0.07780979827089338,0.11003236245954695
league,375,6841acd08ba62cf2ce8d9435,Jocelyn Fernandez,680e5f047d5b06095ef46ccb,51,25,2,21,419,55,17,497,24,7,103,71,60,4,106,51,21,30,,99,191,0.23627684964200477,0.35,0.45584725536992843,0.8013018008244739,0.2608695652173913,0.7741935483870968,0.20724346076458752,0.11066398390342053,0.21957040572792366
league,376,6903f6b3bffe2b064944ee33,O. Jeter,6903f27f3661cfbd8fb5deb1,41,13,0,13,301,23,9,339,19,2,79,46,34,5,71,39,18,19,,67,119,0.22259136212624583,0.29,0.3953488372093023,0.688248245493326,0.2523364485981308,0.9047619047619048,0.23303834808259588,0.06784660766961652,0.17275747508305647
league,377,68427ca3e2d7557e153ccae5,Melody Hills,680b055fcb7a15e5259d2c5f,50,20,2,22,387,32,7,428,23,8,113,51,62,0,83,40,21,20,,94,184,0.24289405684754523,0.31,0.4754521963824289,0.787658769152382,0.2857142857142857,0.7419354838709677,0.26401869158878505,0.07476635514018691,0.2325581395348837
league,378,6841b107295b2368c0ac7a99,Brian Inoue,680e5f047d5b06095ef46ccb,32,5,0,6,206,16,7,232,22,3,64,31,22,1,43,29,10,5,,43,66,0.2087378640776699,0.29,0.32038834951456313,0.6073448712536935,0.27007299270072993,0.88,0.27586206896551724,0.06896551724137931,0.11165048543689324
league,379,6841edf0ed58166c1895b115,Edna Santiago,680e477a7d5b06095ef46ad1,54,10,1,11,359,68,12,452,17,6,92,45,53,6,88,52,18,21,Batter,76,121,0.2116991643454039,0.35,0.3370473537604457,0.6876091515132547,0.2480916030534351,0.7391304347826086,0.20353982300884957,0.1504424778761062,0.1253481894150418
league,380,6840fb6af415a392f733f84b,Sara Xiao,68086624089c4cd53528e758,47,16,4,23,404,32,10,455,9,2,123,65,72,6,81,49,22,25,,90,183,0.22277227722772278,0.29,0.452970297029703,0.7450056952597914,0.2537878787878788,0.8181818181818182,0.2703296703296703,0.07032967032967033,0.2301980198019802
league,381,6841069ce63d9bb872889b53,Rodrigo Kılıç,6807b079ad144ec1a39c65bb,55,7,1,21,391,56,14,463,14,4,93,61,50,2,93,56,27,23,,84,156,0.21483375959079284,0.33,0.3989769820971867,0.7315903730259123,0.22580645161290322,0.7777777777777778,0.20086393088552915,0.12095032397408208,0.18414322250639384
league,382,6903c1ad3661cfbd8fb5de99,Kyle Gamboa,690392510eddc2cb91160c08,49,15,2,11,314,42,5,366,18,5,79,35,35,2,75,32,18,17,,77,129,0.24522292993630573,0.34,0.410828025477707,0.7524258216209577,0.2920353982300885,0.782608695652174,0.21584699453551912,0.11475409836065574,0.1656050955414013
league,383,6875082c9c6effe5417a1f0e,Julius Frederick,68750273e326fdcbc2ee201d,6,0,1,0,34,3,1,39,2,1,13,3,3,1,6,2,2,2,,7,9,0.20588235294117646,0.28,0.2647058823529412,0.5467571644042233,0.3181818181818182,0.6666666666666666,0.3333333333333333,0.07692307692307693,0.05882352941176472
league,384,6840fb34e2d7557e153cc1ca,Paige Fernando,6807c8564251378d1ace110c,2,0,0,0,9,0,0,9,1,0,3,0,1,0,2,1,0,1,,2,2,0.2222222222222222,0.22,0.2222222222222222,0.4444444444444444,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0
league,385,6903f678bffe2b064944ee32,Toni Nagai,6903f27f3661cfbd8fb5deb1,41,17,0,3,305,43,13,364,7,5,85,37,29,1,74,30,19,25,,61,87,0.2,0.32,0.28524590163934427,0.608450321528847,0.26605504587155965,0.5833333333333334,0.23351648351648352,0.11813186813186813,0.08524590163934426
league,386,68d7e3bc50d49e795a15b1cd,Kayla Berra,68d7e389595d58990475cfda,57,23,2,18,329,77,16,428,25,5,85,56,58,5,54,45,19,15,,100,181,0.303951367781155,0.45,0.5501519756838906,1.0021426080023919,0.354978354978355,0.8333333333333334,0.1985981308411215,0.17990654205607476,0.24620060790273562
league,387,6841148c295b2368c0ac778d,Ixia Benson,68066e2b9edf4f7b46032650,61,11,3,26,376,43,19,442,17,4,82,70,71,3,82,58,19,22,,101,196,0.26861702127659576,0.37,0.5212765957446809,0.8908911082163362,0.2767527675276753,0.8095238095238095,0.18552036199095023,0.09728506787330317,0.2526595744680851
league,388,68419b8f925dd4f9d72ac38a,Ethan Akello,68065ab9709b8b12f78c2a9e,84,24,2,23,405,35,5,454,11,9,90,66,81,6,57,60,24,28,,133,230,0.32839506172839505,0.38,0.5679012345679012,0.9514932523062605,0.3691275167785235,0.55,0.19823788546255505,0.07709251101321586,0.23950617283950615
league,389,68f1a1a38b21efb7b5f1127f,Crumble Cardoso,68f19da81f851289ff7cffe4,54,20,0,15,411,38,11,463,13,5,92,57,58,3,94,66,25,21,,89,154,0.21654501216545013,0.3,0.3746958637469586,0.672752019254518,0.24104234527687296,0.7222222222222222,0.19870410367170627,0.08207343412526998,0.1581508515815085
league,390,689a6a6e2b4cf1e121db9748,Margaret Griffith,689a686a19fb922f37f625d7,60,9,0,10,354,31,9,403,18,5,88,39,43,7,69,57,17,24,,79,118,0.2231638418079096,0.3,0.3333333333333333,0.6300914380714879,0.2623574144486692,0.782608695652174,0.21836228287841192,0.07692307692307693,0.11016949152542371
league,391,6887d4b818e81770515c0976,Honus Knapp,68796dd8ee911b762e00736d,7,2,1,2,75,9,3,86,2,1,20,8,10,0,17,10,4,5,,12,22,0.16,0.28,0.29333333333333333,0.5691954022988506,0.18867924528301888,0.6666666666666666,0.23255813953488372,0.10465116279069768,0.13333333333333333
league,392,6840fa6d925dd4f9d72abae4,March George,6807c8564251378d1ace110c,0,0,0,3,8,0,0,9,0,0,1,3,4,1,2,1,1,0,,3,12,0.375,0.33,1.5,1.8333333333333333,0.0,,0.1111111111111111,0.0,1.125
league,393,6840fbcb08b7fc5e21e8a7e4,Fred Redmond,680664c9709b8b12f78c2b83,51,12,1,16,392,32,10,443,16,4,118,48,51,5,90,46,20,17,,80,142,0.20408163265306123,0.28,0.3622448979591837,0.6401492259774069,0.24334600760456274,0.8,0.26636568848758463,0.07223476297968397,0.15816326530612246
league,394,6887d4b118e81770515bfea5,Yahoo Huber,6864c3f593ee59ce6e2dc497,0,0,0,1,6,0,0,6,0,0,1,1,2,0,2,0,1,1,,1,4,0.16666666666666666,0.17,0.6666666666666666,0.8333333333333333,0.0,,0.16666666666666666,0.0,0.5
league,395,6887d45c18e81770515b8799,Seok-Jin Crowley,6807ce932d90bd2924b77a08,1,0,0,0,4,0,0,4,0,0,2,0,0,0,0,1,0,0,,1,1,0.25,0.25,0.25,0.5,0.5,,0.5,0.0,0.0
league,396,6887d45718e81770515b80b6,Boots Ishii,68077beaee9f269dec7251e9,0,0,0,0,3,0,0,3,0,0,2,0,0,0,1,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,,0.6666666666666666,0.0,0.0
league,397,6887d48018e81770515bb904,Gordon Brady,680e477a7d5b06095ef46ad1,1,0,0,0,4,0,0,4,0,0,2,0,0,0,0,1,0,0,,1,1,0.25,0.25,0.25,0.5,0.5,,0.5,0.0,0.0
league,398,6840fb3e144e874e6deb819c,Zachary Shevchuk,680664c9709b8b12f78c2b83,52,21,2,12,360,41,5,411,12,5,92,52,54,1,89,39,18,24,,87,148,0.24166666666666667,0.33,0.4111111111111111,0.7378924378924379,0.2918287937743191,0.7058823529411765,0.22384428223844283,0.09975669099756691,0.16944444444444443
league,399,6840fdb3ed58166c1895aa1d,Kana Wilcox,68067036709b8b12f78c2c2c,58,19,2,19,404,47,13,470,26,12,157,58,52,3,76,25,22,9,,98,178,0.24257425742574257,0.34,0.4405940594059406,0.7789238238599021,0.341991341991342,0.6842105263157895,0.33404255319148934,0.1,0.19801980198019803
league,400,6887d44718e81770515b695c,Francisco Dixon,680664c9709b8b12f78c2b83,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1,1,1,1,,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
league,401,6886fccf52ac11f34e250810,Brandy Molitor,6886fc0840f292b1184c13bc,55,18,0,17,361,52,13,431,14,7,95,61,46,5,77,52,15,19,,90,159,0.24930747922437674,0.36,0.4404432132963989,0.800071983598023,0.2874015748031496,0.6666666666666666,0.22041763341067286,0.12064965197215777,0.19113573407202217
league,402,68e73a844e1fe2702fc86c81,Bloop Abbas,68e739fdc82e39151b79878e,55,16,2,8,406,43,14,467,15,5,110,48,44,2,112,44,31,20,,81,125,0.19950738916256158,0.3,0.3078817733990148,0.6046559669474019,0.2517241379310345,0.75,0.23554603854389722,0.09207708779443255,0.10837438423645321
league,403,6903c171bffe2b064944ee1c,Luca Komatsu,690392510eddc2cb91160c08,21,12,1,14,303,38,10,355,13,3,112,41,37,3,64,38,13,20,,48,104,0.15841584158415842,0.27,0.3432343234323432,0.6144207641103093,0.18888888888888888,0.8125,0.3154929577464789,0.10704225352112676,0.1848184818481848
league,404,68870e9e9c9798d12e90881c,Aaliyah Colliflower,6807ce932d90bd2924b77a08,68,9,0,20,412,50,9,480,17,5,90,64,59,4,85,71,30,25,,97,166,0.2354368932038835,0.33,0.4029126213592233,0.7313336739908023,0.25163398692810457,0.7727272727272727,0.1875,0.10416666666666667,0.1674757281553398
league,405,6840fbb954a7fbd413386e75,Rebecca Arai,68086624089c4cd53528e758,42,15,3,8,378,34,10,424,14,5,91,52,27,2,83,70,23,23,,68,113,0.17989417989417988,0.26,0.29894179894179895,0.5630927423380254,0.21352313167259787,0.7368421052631579,0.21462264150943397,0.08018867924528301,0.11904761904761907
league,406,6841b2ad925dd4f9d72ac3d5,Eluna Shin,680e477a7d5b06095ef46ad1,37,10,2,17,319,70,7,401,7,4,87,56,47,3,78,52,10,14,Batter,66,131,0.20689655172413793,0.36,0.4106583072100313,0.7690542971849686,0.22477064220183487,0.6363636363636364,0.2169576059850374,0.1745635910224439,0.2037617554858934
league,407,68411376ec9dc637cfd0cca4,Linda Kováč,68066e2b9edf4f7b46032650,39,19,2,10,331,46,13,401,19,5,66,56,52,6,89,53,16,25,,70,123,0.21148036253776434,0.33,0.3716012084592145,0.6973587842167903,0.22988505747126436,0.7916666666666666,0.16458852867830423,0.11471321695760599,0.16012084592145018
league,408,68410225554d8039701f1770,Bigger van de Velde,68068db3f9b67839f528ba3b,54,23,2,19,383,48,6,444,25,4,83,56,64,3,82,63,26,21,,98,182,0.2558746736292428,0.35,0.4751958224543081,0.8206503679088535,0.27816901408450706,0.8620689655172413,0.18693693693693694,0.10810810810810811,0.21932114882506526
league,409,690392510eddc2cb91160c0b,Elias Ogura,690392510eddc2cb91160c08,15,2,0,4,92,9,2,105,3,2,32,11,15,2,19,4,5,9,,21,35,0.22826086956521738,0.3,0.3804347826086957,0.6851966873706005,0.29310344827586204,0.6,0.3047619047619048,0.08571428571428572,0.1521739130434783
league,410,6840ff9454a7fbd41338702b,Charles Wyatt,6807927bce5a952465d7c51d,57,17,2,17,408,49,10,472,23,4,103,58,51,4,100,62,13,25,,93,165,0.22794117647058823,0.32,0.40441176470588236,0.7271293867865618,0.2602739726027397,0.8518518518518519,0.21822033898305085,0.1038135593220339,0.17647058823529413
league,411,6864c47f77149281c81ea8e8,Stella Gallo,6864c3f593ee59ce6e2dc497,53,13,0,7,352,41,3,402,19,4,114,37,31,4,80,30,25,23,,73,107,0.20738636363636365,0.29,0.3039772727272727,0.5964772727272727,0.28085106382978725,0.8260869565217391,0.2835820895522388,0.10199004975124377,0.09659090909090906
league,412,68419d588d67c531e89fe4ab,Xander Stan,68419b4308b7fc5e21e8afa3,76,22,1,14,416,39,14,480,24,6,79,59,50,7,88,58,26,36,,113,179,0.27163461538461536,0.35,0.43028846153846156,0.7790279573367809,0.3,0.8,0.16458333333333333,0.08125,0.1586538461538462
league,413,68417db6925dd4f9d72ac314,Monique Fisk,68068863ce5a952465d7b88f,55,13,2,4,307,57,19,391,12,3,86,50,34,6,73,36,8,24,,74,103,0.24104234527687296,0.39,0.3355048859934853,0.7211089991040252,0.31390134529147984,0.8,0.21994884910485935,0.14578005115089515,0.09446254071661236
league,414,689a6ba9432cdcfc735b965f,Moeka Bauer,689a686a19fb922f37f625d7,48,13,2,19,372,25,14,417,9,3,106,47,46,3,75,42,20,29,,82,156,0.22043010752688172,0.29,0.41935483870967744,0.7116253701106436,0.252,0.75,0.2541966426858513,0.05995203836930456,0.19892473118279572
league,415,689a694e6f033beaecd99185,Ido Ryu,689a686a19fb922f37f625d7,44,14,1,15,362,38,12,415,19,3,97,46,41,1,85,54,12,26,,74,135,0.20441988950276244,0.3,0.3729281767955801,0.6731703075461855,0.2350597609561753,0.8636363636363636,0.23373493975903614,0.09156626506024096,0.16850828729281767
league,416,6887d46c18e81770515b9d9b,James McGowan,680935632198112ec9cdb904,6,0,0,0,16,3,0,18,1,1,6,3,2,0,1,1,0,2,,6,6,0.375,0.47,0.375,0.8486842105263157,0.6,0.5,0.3333333333333333,0.16666666666666666,0.0
league,417,6887d46118e81770515b8e7f,Scarlett Kjær,6808246f1f942c4511716715,4,0,0,1,38,4,1,42,2,1,11,6,4,0,10,4,4,2,,5,8,0.13157894736842105,0.23,0.21052631578947367,0.44308445532435736,0.15384615384615385,0.6666666666666666,0.2619047619047619,0.09523809523809523,0.07894736842105263
league,418,6887d49c18e81770515be061,Jennifer de Souza,68419b4308b7fc5e21e8afa3,5,0,0,0,30,3,0,30,2,0,6,2,1,0,9,4,2,2,,5,5,0.16666666666666666,0.24,0.16666666666666666,0.40909090909090906,0.20833333333333334,1.0,0.2,0.1,0.0
league,419,68f19da81f851289ff7cffec,Reggie de Groot,68f19da81f851289ff7cffe4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
league,420,6887d44918e81770515b6c74,Jackson Lehtinen,68068863ce5a952465d7b88f,1,0,0,0,3,0,0,3,0,0,1,0,0,0,0,1,0,0,,1,1,0.3333333333333333,0.33,0.3333333333333333,0.6666666666666666,0.5,,0.3333333333333333,0.0,0.0
league,421,68413a45554d8039701f1b7f,Abby Schouten,6807b91cad144ec1a39c6640,63,16,1,9,344,30,8,388,12,5,80,32,46,4,79,35,19,25,,89,134,0.25872093023255816,0.33,0.38953488372093026,0.7185504277623811,0.3088803088803089,0.7058823529411765,0.20618556701030927,0.07731958762886598,0.1308139534883721
league,422,68410231ed58166c1895ab9c,Dacie Wolff,6806c5dff9b67839f528be60,19,5,1,10,158,12,10,186,1,2,36,25,35,4,43,21,2,12,,35,72,0.22151898734177214,0.31,0.45569620253164556,0.7654788112272977,0.21551724137931033,0.3333333333333333,0.1935483870967742,0.06451612903225806,0.23417721518987342
league,423,6887d44918e81770515b6cf1,Asher Power,68068db3f9b67839f528ba3b,1,0,0,0,3,1,0,4,0,0,1,1,0,0,0,0,1,0,,1,1,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333,0.5,,0.25,0.25,0.0
league,424,6864c4244dca64cf777cebcb,Lindsey Waller,6864c3f593ee59ce6e2dc497,56,19,3,15,365,36,20,426,27,9,76,41,53,3,87,43,34,23,,93,163,0.2547945205479452,0.35,0.4465753424657534,0.7979904368053761,0.2815884476534296,0.75,0.1784037558685446,0.08450704225352113,0.1917808219178082
league,425,6841058bec9dc637cfd0cb85,Eloise Salinas,68080deac78ad8242ad625a6,51,13,1,13,370,32,9,418,18,8,82,46,49,4,99,50,22,22,,78,132,0.21081081081081082,0.29,0.3567567567567568,0.6435037447085641,0.23297491039426524,0.6923076923076923,0.19617224880382775,0.07655502392344497,0.14594594594594595
league,426,6887d49c18e81770515be064,Norma Hansson,68419b4308b7fc5e21e8afa3,0,0,0,0,9,5,3,17,1,0,4,1,0,0,3,1,1,0,,0,0,0.0,0.47,0.0,0.47058823529411764,0.0,1.0,0.23529411764705882,0.29411764705882354,0.0
league,427,6841b542e63d9bb87288a042,Orion Lovelady,680e5f047d5b06095ef46ccb,63,24,0,12,395,49,6,460,15,5,107,55,66,8,74,58,23,18,,99,159,0.25063291139240507,0.34,0.40253164556962023,0.7387761870543363,0.30633802816901406,0.75,0.2326086956521739,0.10652173913043478,0.15189873417721517
league,428,689a691c533e504608b21405,Wyatt Moreno,689a686a19fb922f37f625d7,59,14,3,20,381,43,17,445,25,6,89,58,51,2,94,52,16,23,,96,176,0.25196850393700787,0.35,0.46194225721784776,0.8140867267438071,0.2773722627737226,0.8064516129032258,0.2,0.09662921348314607,0.2099737532808399
league,429,6841004cf7b5d3bf791d672b,Beatrice Nuñez,6806c5dff9b67839f528be60,59,24,3,20,418,60,16,496,16,6,84,72,54,1,115,54,31,16,,106,196,0.2535885167464115,0.37,0.4688995215311005,0.8365762892078681,0.273015873015873,0.7272727272727273,0.1693548387096774,0.12096774193548387,0.215311004784689
league,430,684106a608b7fc5e21e8abe3,Madelyn de Oleo,68100c08c541cfa149e721e3,62,19,1,14,357,57,9,428,21,2,91,57,42,4,72,46,21,16,,96,159,0.2689075630252101,0.38,0.44537815126050423,0.8247692519630803,0.3203125,0.9130434782608695,0.21261682242990654,0.13317757009345793,0.17647058823529416
